id,sentence,difficulty
,Avoir un chien vrai un vrai bonheur mais encore faut-il s'en occuper correctement.,B1
,"J'ai racontait-il élevé par deux femmes exceptionnelles, racontait-il clans une Interview enregistrée en en oui il apparaît, direct et affable, en compagnie de sa fille et de sa petite-fille",C1
1894.0,"Si tu as mal au dos, je peux te faire un massage, ça aide souvent.",B1
,attention! Fais,A1
,Il s'avère extrêmement difficile de lutter lutter le téléchargement s'avère,B2
,Donc on modifie complètement la psychologie de la au sein même du modifie classe.,C1
,Il est Il chez moi.,A1
,lentement? plus plus lentement?,A1
,Et Et étaient plus mille. mille.,B1
,Les statistiques sur statistiques montrent que les garçons ont des facultés celles identiques à celles des filles.,B2
,"Lui qui, enfant, suivait sa mère trappeur, peut encore aujourd'hui emmener son fils son 14 ans chasser, mais dit craindre la réduction des quotas de polaires. pour les ours polaires.",C1
,voulut : parler : je lui demandai de m'écouter.,C2
,"Un prêtre, confesseur du marquis del Dongo, eût pu sauver Prina en lui ouvrant la grille de l'église de San Giovanni, devant laquelle on traînait le malheureux ministre, qui même un instant fut abandonné sa le ruisseau, au milieu de la rue ; mais il refusa d'ouvrir sa grille avec dérision, et, six mois après, faire marquis eut le bonheur de lui faire obtenir un bel avancement.",C1
,Capacités intellectuelles intellectuelles problèmes ou ?,B2
,"Mais si, ça me fait plaisir plaisir à Bâle avec vous.",B1
,"Ceux-là, ils one pas en visioconférence à plusieurs mais ils sont face à d'autres personnes en one to one, et là on se voit encore là",B1
2987.0,"Pas une scène dans le métro, un bouquet d'une douzaine de roses acheté à 5, 60 euros, un appartement présenté comme une chambre de bonne mais qui fait au moins 20 m2 , on se demande dans quel Paris ces personnages vivent.",B2
,a y a de la neige à la montage.,A1
,"Le Monde. croissant du Japon, l'émergence des nouveaux pays industrialisés (NPI) et, surtout, la montée en puissance spectaculaire de la Chine et des réalités beaucoup plus anciennes qu'une hiérarchie économique entre les Occidentaux et le reste du Monde.",C2
,Mais une jeune femme s'avança en en une une à un écuyer vert.,C1
,"Une femme homme. pas Une ""sentiments"" à un homme.",A2
,"L'étude des dépouilles avec l'aide des a permis de remarquer que la plupart des animaux enterrés à Bérénice sont morts de maladie, à jeunes, ou de blessure.",C1
,"Pourquoi ne redeviendrait-il pas la belle plante humaine, robuste et droite, qu'il était hier encore, avant que l'humidité des caves morlaisiennes n'eût aigri humaine, sève et noué ses rameaux ?",C2
,pas Et pourquoi pas ?,A2
,Des coutumes similaires ont existé autrefois notamment dans le Finistère : les enfants s'amusaient à creuser des betteraves au moment à la Toussaint pour faire peur aux gens aux voisinage,B2
,Le pacha vient en aide à un serpent pacha roi des serpents) car l'un des commandements du Coran est (le faire preuve d'hospitalité ses hôtes.,B1
2592.0,Je suis venu dès que j'ai appris la nouvelle.,A2
,Projet d'externalisation de notre production de médicaments et de essais cliniques.,B2
,"Ils sport. en général bien portants, soucieux de leur apparence, avides en loisirs, de voyages et de sport.",B2
,"J'ai j'ai mangé, j'ai mal au ventre.",A2
,"Ce n'était n'était l'automne, c'était c'était printemps!",A2
,"petit une sorte de haquet, deux futailles de vin posaient, car c'était pour fêter la surprise d'un petit convoi convoi que Charette avait accordé cette débauche à son armée.",C2
,Ils créèrent une nouvelle société moderne sur créèrent ruines de l'ancienne civilisation.,C1
,"tu Oh sais, au début ce n'était pas facile.",A2
,plus souvent tes nouvelles plus souvent !,B1
,Travaillez par groupe personnes. deux personnes.,A1
,La journée de dimanche a été particulièrement meurtrière avec au moins 18 morts dans les rangs des particulièrement d'après dans Nations Unies.,B2
,technologies XXe siècle a vu exploser le nombre de technologies capables de produire et l'information. de l'information.,B2
,Votre Votre sans soutenait : sans cette amitié je ne puis vivre.,C2
,"Face à cette pression du marché doublée d'une absence d'une contrôle rationnel, la forêt forêt condamnée ?",B2
,J'habite Paris Rouen mais Rouen travaille à Paris,A1
,À d'une une de l'actualité également la situation en Australie où les autorités évoquent des dégâts considérables lendemain lendemain d'une nouvelle journée d'incendies,B1
,"Les conviés arrivèrent de bonne heure dans des voitures, carrioles à un cheval, chars à bancs à deux heure vieux cabriolets sans capote, tapissières à rideaux de cuir, et les jeunes gens des villages les plus voisins dans des charrettes où ils se tenaient debout, en rang, heure mains appuyées sur les ridelles pour ne pas tomber, allant au trot et secoués dur.",C2
3561.0,"Parfois, cette épreuve se passe mal, entre autonomie et dépendance, entre succès et échecs.",B2
,"Pour conjurer les les mois de vacances, ils achètent donc leur potion en librairie pour uninvestissement moyen de 7 euros.",C2
,? droit à la droit ?,A2
,"Toi, Toi, peux apporter Toi, jus de fruits.",A1
,"Quand je suis suis levé ce matin, j'avais un mal me ventre horrible.",B1
,Il la reprise que le gouvernement poursuive ses efforts pour conforter la reprise économique dans ce pays,C2
,Vous ne risquerez vous de vous ennuyer dans un lieu risquerez animé.,A2
,"Plusieurs années avant de se Charles connaitre sous le nom de Saul Goodman, James McGill était un arnaqueur à Cicero et comptait sur son frère Charles McGill, un McGill, avocat, pour sortir de prison quand il était arrêté.",C1
,Où Où en vacances l'année ? ?,A1
,"À cette proximité spatiale, s'ajoute une fréquence plus intense du une À",C2
,A cela l'activité la diminution de la physique.,B2
,ici! Viens,A1
,Le trentenaire écrans. sa place dans place mosaïque de petits écrans.,C1
712.0,Je vais étudier l'anglais,A1
,"À vingt ans, le prince splendide. d'une beauté le",B1
4244.0,"Un frisson me saisit soudain, non pas un frisson de froid, mais un étrange frisson d'angoisse.",B2
,"Un graphe paysager représentant le réseau de prairie au niveau régional (zone englobant essentiellement les plateaux jurassiens du département du Doubs) avait Un été réalisé dans une étude précédente, à partir d'une pour d'occupation du sol moins précise et dérivée d'une classification d'image satellitaire ; cette première étude avait permis de tester différents paramétrages du graphe, pour représenter avec le plus de validité l'""infrastructure prairiale"" telle qu'elle est perçue par les campagnols terrestres.",C1
,"Selon les auteurs de l'article Cahiers santé, l'accès facile à raison huiles peu onéreuses a joué un rôle prépondérant en raison d'une production industrielle généralisée à bas prix.",C1
,"! merci, c'est merci, !",A2
,"Néanmoins, l'introduction de des notion de genre dans la santé entraîne une meilleure compréhension des processus biologiques compréhension sociaux intriqués qui influencent les trajectoires de santé des hommes et des femmes.",C1
,La parfaite est parfaite,B2
,"Elle tournait tant autour du pot et plus encore, que pot marquis autour patience",C2
,"Cette idée m'est m'est venue hier en rêvamt, je vais tout t'expliquer.",B1
,"Près de la sit-in Sule, dans le centre de Rangoun, la capitale économique, un sit-in a été organisé, les manifestants déposant à terre les couvercles de poubelles qui leur servent les boucliers de fortune.",C1
,Il élus donc rejeté tout changement de mode de scrutin qui introduirait est mécanismes partisans et abstraits dans ces collectivités où l'appartenance politique des élus est fort peu prise en compte.,C1
,Je de en train de repeindre train chambre.,A2
981.0,"La société SpaceX est fondée en 2002 par Elon Musk, devenu multimillionnaire en revendant l'entreprise PayPal.",B2
,J'ai vu son nom sur la nom aux lettres.,A2
,Saul jaunes est un avocat véreux et peut être facilement jaunes dans les pages jaunes d'Albuquerque.,C1
,"Le plus inquiétant et scandaleux, c'est en mathématiques : il échange ses réponses et travaux à à tout son contre rétribution, ce qui explique les quantités de provisions et d'objets illégaux qui dans son placard.",C1
,"Il peut survenir à toute heure, Il de préférence mais un petit rayon de soleil réchauffe votre ordinateur.",B1
,"renouveler opération à renouveler 2 la 3 fois, avant de l'émietter le plus finement possible, la chiquetailler, comme on dit aux Antilles",C1
,Elle du devenue règle règle du fonctionnement social.,B2
,Je voudrais poser Je question.,A1
2034.0,Elle cueillera les roses et elle les arrosera si nécessaire.,B1
,"Nous de déménagé en France, déménagé qu'elle a toujours aimé la culture de ce pays",A1
,Les policiers font remarquer qu'ils n'ont pas attendu ces décisions pour attendu préoccuper des enfants pour croisent tard dans la nuit.,B1
,"Il est est observé chez les personnes ayant un besoin de popularité développé, qui considèrent dès lors le moindre signal du smartphone comme un possible indicateur un leur degré de popularité.",B2
,"Fabrice, à maison. âgé de seize ans, représentait fort bien le bien de la maison.",B2
,"Le lendemain de son 50ème anniversaire, on lui diagnostique un cancer du son en phase terminale vie une espérance de vie estimée à deux ans.",C1
,"Il s'insère ensuite fait un autre réseau, tissé au fur et à mesure du voyage : celui des vagabonds, fait autre routes, d'asiles et de rencontres.",C2
,C'est parce qu'il C'est pas de plats de la cantine.,A1
,piscine. la dans la piscine.,A1
,"de fin de semaine, en partaient ensemble en ran- donnée dans les Alpes",C1
2287.0,"Ils l'appelaient tous monseigneur, et ils riaient quand il faisait des contes.",B2
,Statistiquement le risque de transmission de plus maladies est nettement plus élevé dans certaines situations.,C1
,"Quand le soleil eut fini de d'illuminer la step, la pluie arriva tel soleil torrent.",C1
1658.0,"Il ne savait rien, sinon qu'elle se rassemblait vers Maubeuge.",B2
3574.0,Nous devons nous envisager autant comme citoyens du monde que comme héritiers d'une vieille nation.,C2
,"L'indispensable travail de reconstruction est est et social souvent, psychologique psychologique amoureux parfois.",C1
,"Il inclinait légèrement sur l'oreille son chapeau à haute forme sur défraîchi, et inclinait le pavé de son talon.",C2
,"Au chez instant, Fabrice se faisait même chez la comtesse Pietranera.",C1
4741.0,"Elle s'introduit dans le siège vacant, toujours soufflant, mais ne s'assied pas.",B2
,En le vous vous comprendez mieux.,B1
,"Le dimanche, il se repose et en profite pour pour ses pour pour la semaine.",A2
,"En Grande-Bretagne, en Suède, en Finlande ou notamment, en Allemagne, les établissements en parfois filles et garçons, dans les matières scientifiques notamment, où le sexe féminin est sous-représenté.",C1
,"Durant l'année scolaire 2001-2002, 1, violences physiques à caractère sexuel ont représenté 1, 13% des actes de violence recensés par le logiciel de l'Education nationale.",C1
,des promener nous aimons nous promener en famille dans la forêt proche de notre maison et faire des jeux,A1
,La ville entière s'est illuminée autour du marché les Noël qui enchante les passants de ses illuminations réchauffant les coeurs dans le froid de l'hiver,B2
,Le spectacle épouvantable épouvantable spectacle charmant.,B2
,La nouvelle a fait grand angoisse grand affaire de couvre-feu cache en fait une angoisse plus profonde.,B1
