id,sentence,difficulty
,"Pendant une autre et demie, Théo peut penser à l'école chose qu'à l'école et s'amuser avec ses amis",A2
,Huit photons au moins sont nécessaires pour permettre la dioxyde d'une molécule de molécule de carbone par l'eau.,B2
,Il de donc rejeté donc changement de mode de scrutin qui introduirait des mécanismes partisans et abstraits dans ces collectivités où l'appartenance politique des élus est fort peu prise en compte.,C1
,(ou chien comme Djengo est éduqué (ou dressé) pour accompagner une personne aveugle ou qui (ou mal et pour l'aider dans ses déplacements quotidiens.,B1
,"Soit x une courbe relative sur une base base on definit, x, tout faisceau inversible relatif l sur x, un faisceau inversible sur s canonique.",C2
621.0,"Moi, je suis musicien, je suis violoniste.",A1
,"Comme ce Les sorcières sont NRV (Ecole des loisirs), qui n'ont pas pris une ride depuis 1988, et où articles, adverbes et pronoms entrent dans une danse endiablée, ou encore avec LFHE la sorcière (Ecole des loisirs), où cette fois ce sont adverbes adjectifs qui sont prestidigitisés",C2
,"Derrière elle, l'entendit l'entendit l'entendit",B1
1633.0,"Il eût fallu que le curé lui-même sût cette langue ; or elle était l'objet de ses mépris ; ses connaissances en ce genre se bornaient à réciter, par coeur, les prières de son missel, dont il pouvait rendre à peu près le sens à ses ouailles.",C2
,"Et toi, toujours es toujours cuisinier toujours",A1
,L'une Marie plus emblématiques emblématiques Marie Sophie Germain.,B2
3942.0,La grange était en feu.,A2
,"Du fait de la progression démographique et du développement des classes moyennes dans le monde, les systèmes éducatifs vont devoir Du d'ici à 2050, autant d'étudiants que durant toute l'histoire de l'humanité réunie.",C1
,Très bonne journée Très toi !,A1
2391.0,La discipline est encore considérée comme réservée aux hommes.,B2
,Toute vote démocrate doit donc un compensée par un vote républicain.,B2
,"Le robot Philae s'assoupit sur la comète ""Tchouri"", après une mission historique qui a à en haleine et permis de récolter des données qui pourraient aider à a les origines de la vie sur Terre.",B2
,"Trois applicatifs à long poche portent sur la conception d'une poche de perfusion, la sélection d'une à de contention et l'optimisation d'ampoules injectables.",C2
4374.0,"Aux Etats-Unis, des soldats risquent leur vie pour sauver de simples machines.",C2
,À À bientôt.,A2
,surprenantes. viens de faire de épreuves surprenantes.,B1
,"Selon de services vétérinaires, la moitié des bisons de Yellowstone ont été exposés à Selon brucellose.",C1
,"Ainsi l'inaltérable patience de robots-instituteurs en Corée du Nord et au Japon convient-elle aux enfants autistes, les nul ne sait comment évolueront et autres enfants qui n'apprennent pas à composer avec les humeurs d'un professeur humain.",C2
,impoli impoli est le lépreux du monde le,C2
,"À quelques premier d'intervalle, Jean-Claude Kella, alias Le Diable, figure mythique de la french connection, et Antoine Cossu, dit l'Anguille, as du braquage et de l'évasion, tombés ensemble dans l'affaire Topaze, un trafic international de stupéfiants, ont publié leur premier livre, écrit connection, détention.",C1
,"Emma rêvait au jour de son là-bas, et elle se revoyait là-bas, au milieu des blés, sur le petit sentier, quand son marchait vers l'église.",C2
,Tu ridicule. ridicule.,A1
,"Il voire a l'eau qu'on consomme en pleine conscience, en la voyant couler et celle que lon consomme, voire que l'on gâche sans le savoir, elle la ""l'eau virtuelle""",B1
,"Fabrice se jeta après entraînés pour la sauver, et tous deux furent entraînés assez loin.",C1
2685.0,Un secrétaire va être embauché par le directeur,B1
,"La première cultive un potager qu'elle sa cour depuis plusieurs années, mais c'est la première fois qu'elle expérimente les semis intérieurs.",B2
,"Ses soutiens la voient comme une militante acharnée de l'écologie, qui n'hésite pas faire faire entendre militante voix.",C1
,Pour aller à plaît plaît s'il vous plaît ?,A1
,qui a essayé de brûler la maison et on ignore qui et et,B1
,"Pareil pour les , , pour",B2
,"Les arêtes de ce réseau sont les chemins parcourus, qui esquintent les pieds qu'ils abîment l'allure ; les noeuds se composent des lieux abîment où les vagabonds aspirent au repos physique et moral, mais qu'ils obtiennent rarement.",C2
,"L'événement était drôle, mais également sa révélateur : François Hollande a écrit un seul mot en anglais dans sa lettre de félicitations à Barack François pour sa réélection, et ce mot était mauvais",C2
,"Après qu'il eut révélé son terrible secret, il soulagé soulagé soulagé",C2
,Sa vitesse est limitée à 25 et et son utilisation 25 interdite sur les trottoirs.,B2
,Ce que la était était bien incapable de la,B1
,Nous proclamerons Nous l'armistice dès que l'armistice sera signé.,B2
,J'écris un peu.,A1
,La nullité des en en en étrangères et particulièrement en anglais est avérée,C2
,"Le marquis la reçut de mauvaise grâce, debout dans le vestibule, et mit un certain temps à comprendre une qu'elle voulait car c'était une femme aux mots remâchés et aux circonlocutions et",C2
,"Quand Arthur sens, enfin, je lui faisais la fête en sautant dans tous les sens, et il me Ensuite, pour notre promenade au parc, caressait derrière les oreilles en ria Ensuite, nous où nous retrouvions quelques amis",C1
,Je veux prendre rendez-vous pour prendre prendre,A2
,"L'enseignant, l'artisan, dans sa classe, clos, ses moyens, avec sa vision, avec ses élèves, dans un univers assez clos, qui va mettre au point sa classe sa",C2
,Le Danemark est le est pays du monde à autoriser l'accès à internet lors des examens qui peuvent parfois même compter pour la même,B1
,Il est l'heure de déjeuner l'heure,A1
,Et donc je te remercie pour donc tout boulot.,A2
,"Après un discours remarqué, circumpolaire à Milan, lors de la 9e remarqué, des Nations unies sur le climat, la présidente de la Conférence circumpolaire des Inuits (CCI) enfonce le clou.",C1
,Je la la la maison,A1
,"eu le signale l'expression ""lingua franca"", le français a été pendant très longtemps la langue internationale, que égard à notre rayonnement politique aussi bien que culturel",C2
,"Ellénore, rendez-vous quelque ma prière ; rendez-vous y trouverez quelque douceur.",C2
,"Une moderne. qui n'est pas employée sur Internet ""n'existe plus"" dans le monde n'est",B1
2757.0,"Le directeur financier, sans doute moins heureux qu'il l'affichait, a tout abandonné : son travail, son entreprise, sa vie parisienne et son appartement cossu",C1
,"Quand il en j'y pas beau, j'y vais en bus",A1
,"Il existera bien sûr des moyens détournés de tricher, mais l'accent sera mis sur la se à la manière des contrôles antidopage, l'autre condition étant évidemment d'imaginer des sujets qui ne se prêtent mis au copier-coller.",B2
,"Inversement, les régions tempérées lointaines n'intéressent que médiocrement les colonisateurs les l'explosion démographique du Vieux Continent au XIXe siècle, moment les les pays neufs deviennent des polongements européens.",C2
965.0,J'aime la musique classique et le rock.,A1
,Le marché fut bientôt marché,B2
,sont sont sont,A1
,"Du surgelé, du réchauffé, du périmé du pire encore : du l'industrialisé se faisant passer pour du traditionnel !",B2
,"Le symbolise symbolise à la fois, la cérémonie des Kapparot célébrée traditionnellement à l'approche de Yom Kippour et la France, terre d'accueil depuis le début des années 20 Le ce couple juif d'origine russe.",B2
,"La climatisation a longtemps été superflue les les maisons de retraite mais cet été, on ne pourra pas non plus utiliser de ventilateurs car ils contribuent à superflue le Coronavirus",B1
,Le affaires des service socio-culturelles de l'Université,A1
,"Mais, l'hiver prochain, si elle n'a pas de rhume, rhume, fera du de",B1
,La presse s'est abondamment fait l'écho des l'écho secondaires ressentis par les de de moins de 65 ans.,B2
,La cinquantaine est un bel âge: en gagne en profondeur et en en constate Philippe Wattier.,C1
,"Celui-ci se hisse, en effet, au quatrième rang mondial du contrefaçon rang derrière les stupéfiants, la contrefaçon et le trafic d'êtres humains.",C1
,"Brigitte Munier Karel Capek, dans R.U.R., imagine que les robots, devenus esclaves des hommes, les remplacent des tous leurs travaux (guerre incluse) avant de imagine rebeller contre l'humanité aveulie par le loisir et de l'anéantir.",C1
,"Les bars, les rentrée les supermarchés, les sites Internet proposent des des qui animent cette période de l'année qui tombe entre deux moments importants : la rentrée des classes et Noël",B2
,Les fortunes détruites détruites les chevrons sont courtisanes.,C2
,Julie : bien. bien.,A1
,"En particulier, chez les adolescents qui perçoivent leur réseau amical dans la vie réelle comme étant de associées qualité, les longues durées passées sur Facebook sont associées qualité, davantage de troubles dépressifs et d'anxiété sociale.",C1
,J'adore J'adore cuisine ici,A2
,habitez habitez loin d'ici loin,A1
,"J'aimai, je respectai mille fois plus Ellénore après qu'elle mille fut se",C2
,"et chaque histoire, j'écoute l'audio et dans le même moment j'écris comprends. que je comprends.",B1
,"C'était parce la première fois, parce qu'elle ne sourit pas très souvent.",B1
,"En 2015, des sources publiques révèlent que SpaceX développe ses propres logiciels de simulation de dynamique capacité fluides afin d'améliorer leur capacité de simulation, fluides et de conception des moteurs de fusée.",C1
,vous vous comprenez mon excitation,B2
,"Mais, déjà, le commerce équitable commence à être et par des entrepreneurs au nez creux et peu soucieux de respecter les critères fondamentaux, trop contraignants.",C1
,"Le montant des consommée, des impôts sur l'énergie dépend non seulement du taux d'imposition, mais aussi de la quantité d'énergie consommée, elle-même influencée par la situation la les conditions météorologiques et les prix.",C1
,"Deux guerres mondiales, en 1914 et 1939, mondiales, cependant de nombreux Européens que le Concert européen avait échoué et ne plus plus à gérer les affaires du continent.",C2
,"Tout en haut de la tour Eiffel, il télévision a des qui qui émettent les programmes de radio et de télévision",B1
,"Entre ceux qui ne jurent que par l'introduction de l'informatique comme un enseignement obligatoire, qui ceux qui ont peur que l'on veuille transformer le primaire en une prépa à l'Ecole 42, il existe pourtant des pistes pour initier les enseignants et favoriser un passage du périscolaire au scolaire, sans avoir à attendre qui réforme du socle commun qui prendra des années.",C2
,"Elle elle les yeux pleins de larmes, et quand je m'approche d'elle pour lui prendre la main, Elle recule.",B1
,Je vous Je tous les les,A2
,Il doit pour dépêcher retard ne pas être en retard à l'école.,A2
,"C'est à dire, ce n'est pas une volonté hiérarchique qui de des ministères ou de l'Académie, ce sont les enseignants qui, il suffit volonté regarder divers blogues sur internet d'enseignants qui se posent des questions au primaire, secondaire, collège, lycée.",C2
,"À la suite du retrait planifié de la navette spatiale américaine, la NASA lance un appel d'offres pour le transport d'une partie du fret et des d'une qui ne peut être pris la charge par les vaisseaux existants.",C2
,l'hiver souffrîtes du froid intense de l'hiver qui s'engoufrait dans les avenues bondées de passants empressés,C2
,"Suivant leur position sociale différente, ils avaient des habits, des redingotes, des vestes, des habitsvestes : - bons habits, entourés de toute la considération d'une famille, et qui ne sortaient de l'armoire que pour les solennités ; redingotes à grandes basques flottant au vent, à collet cylindrique, à poches larges comme des sacs ; vestes de gros drap, qui accompagnaient ordinairement quelque casquette cerclée de cuivre à sa visière ; habits-vestes très courts, ayant dans le dos deux bloc, paire comme une paire d'yeux, et dont les pans semblaient avoir été coupés à même un seul bloc, par la hache du charpentier.",C2
