id,sentence,difficulty
1717,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1718,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1719,"Quand j'étais petit, j'allais à l'école à pied.",B1
1720,Elle mange souvent des fruits au petit déjeuner.,B1
1721,Elle mange souvent des fruits au petit déjeuner.,A2
1722,Elle mange souvent des fruits au petit déjeuner.,A1
1723,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1724,"Quand j'étais petit, j'allais à l'école à pied.",B1
1725,"Quand j'étais petit, j'allais à l'école à pied.",B2
1726,"Quand j'étais petit, j'allais à l'école à pied.",C1
1727,Le chat dort sur le sofa.,B2
1728,Le chat dort sur le sofa.,B2
1729,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1730,Le chat dort sur le sofa.,A2
1731,Elle mange souvent des fruits au petit déjeuner.,A1
1732,Elle mange souvent des fruits au petit déjeuner.,B2
1733,Elle mange souvent des fruits au petit déjeuner.,A1
1734,Elle mange souvent des fruits au petit déjeuner.,B1
1735,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1736,Elle mange souvent des fruits au petit déjeuner.,B1
1737,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1738,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1739,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
1740,Le chat dort sur le sofa.,B1
1741,"Quand j'étais petit, j'allais à l'école à pied.",A2
1742,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1743,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1744,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1745,Elle mange souvent des fruits au petit déjeuner.,A2
1746,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1747,Elle mange souvent des fruits au petit déjeuner.,A1
1748,Elle mange souvent des fruits au petit déjeuner.,A2
1749,"Quand j'étais petit, j'allais à l'école à pied.",C1
1750,Le chat dort sur le sofa.,A2
1751,Elle mange souvent des fruits au petit déjeuner.,A2
1752,Elle mange souvent des fruits au petit déjeuner.,C1
1753,"Quand j'étais petit, j'allais à l'école à pied.",B1
1754,Elle mange souvent des fruits au petit déjeuner.,B1
1755,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1756,Le chat dort sur le sofa.,A1
1757,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1758,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1759,Le chat dort sur le sofa.,A1
1760,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1761,Elle mange souvent des fruits au petit déjeuner.,A1
1762,"Quand j'étais petit, j'allais à l'école à pied.",A1
1763,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1764,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1765,Elle mange souvent des fruits au petit déjeuner.,B2
1766,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1767,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1768,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1769,Elle mange souvent des fruits au petit déjeuner.,B2
1770,"Quand j'étais petit, j'allais à l'école à pied.",B2
1771,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1772,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1773,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1774,Le chat dort sur le sofa.,C1
1775,Elle mange souvent des fruits au petit déjeuner.,B1
1776,Le chat dort sur le sofa.,A1
1777,"Quand j'étais petit, j'allais à l'école à pied.",B2
1778,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1779,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1780,Elle mange souvent des fruits au petit déjeuner.,A1
1781,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1782,Le chat dort sur le sofa.,A1
1783,Le chat dort sur le sofa.,B2
1784,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1785,Elle mange souvent des fruits au petit déjeuner.,B2
1786,Elle mange souvent des fruits au petit déjeuner.,C1
1787,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1788,Le chat dort sur le sofa.,A2
1789,Le chat dort sur le sofa.,A2
1790,Le chat dort sur le sofa.,A2
1791,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1792,"Quand j'étais petit, j'allais à l'école à pied.",A1
1793,Le chat dort sur le sofa.,B1
1794,"Quand j'étais petit, j'allais à l'école à pied.",B1
1795,"Quand j'étais petit, j'allais à l'école à pied.",A2
1796,Elle mange souvent des fruits au petit déjeuner.,A1
1797,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1798,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1799,"Quand j'étais petit, j'allais à l'école à pied.",B2
1800,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1801,Elle mange souvent des fruits au petit déjeuner.,A1
1802,Le chat dort sur le sofa.,A1
1803,"Quand j'étais petit, j'allais à l'école à pied.",B1
1804,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1805,Elle mange souvent des fruits au petit déjeuner.,B2
1806,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1807,Le chat dort sur le sofa.,B2
1808,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1809,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1810,"Quand j'étais petit, j'allais à l'école à pied.",B2
1811,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
1812,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1813,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1814,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1815,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1816,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1817,Le chat dort sur le sofa.,A1
1818,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1819,Elle mange souvent des fruits au petit déjeuner.,A2
1820,Le chat dort sur le sofa.,A1
1821,Le chat dort sur le sofa.,A1
1822,Le chat dort sur le sofa.,C1
1823,Elle mange souvent des fruits au petit déjeuner.,A1
1824,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1825,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1826,"Quand j'étais petit, j'allais à l'école à pied.",A1
1827,"Quand j'étais petit, j'allais à l'école à pied.",B1
1828,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1829,Elle mange souvent des fruits au petit déjeuner.,C1
1830,"Quand j'étais petit, j'allais à l'école à pied.",B2
1831,Le chat dort sur le sofa.,A2
1832,"Quand j'étais petit, j'allais à l'école à pied.",B1
1833,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1834,Le chat dort sur le sofa.,B1
1835,"Quand j'étais petit, j'allais à l'école à pied.",A2
1836,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1837,Elle mange souvent des fruits au petit déjeuner.,A2
1838,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1839,Elle mange souvent des fruits au petit déjeuner.,B1
1840,Le chat dort sur le sofa.,A2
1841,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1842,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1843,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",C1
1844,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1845,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1846,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1847,Elle mange souvent des fruits au petit déjeuner.,B2
1848,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1849,Le chat dort sur le sofa.,A1
1850,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1851,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1852,Le chat dort sur le sofa.,A1
1853,Le chat dort sur le sofa.,A1
1854,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
1855,Elle mange souvent des fruits au petit déjeuner.,A1
1856,Le chat dort sur le sofa.,A2
1857,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1858,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1859,Elle mange souvent des fruits au petit déjeuner.,A1
1860,"Quand j'étais petit, j'allais à l'école à pied.",C1
1861,Elle mange souvent des fruits au petit déjeuner.,B1
1862,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1863,"Quand j'étais petit, j'allais à l'école à pied.",C1
1864,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1865,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1866,Le chat dort sur le sofa.,A2
1867,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
1868,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1869,Elle mange souvent des fruits au petit déjeuner.,A2
1870,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
1871,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B2
1872,Le chat dort sur le sofa.,B2
1873,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
1874,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1875,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1876,Le chat dort sur le sofa.,B2
1877,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1878,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1879,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1880,"Quand j'étais petit, j'allais à l'école à pied.",B1
1881,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1882,"Quand j'étais petit, j'allais à l'école à pied.",B1
1883,Elle mange souvent des fruits au petit déjeuner.,C1
1884,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B2
1885,"Quand j'étais petit, j'allais à l'école à pied.",C1
1886,Elle mange souvent des fruits au petit déjeuner.,C1
1887,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A1
1888,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A1
1889,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",C1
1890,Elle mange souvent des fruits au petit déjeuner.,C1
1891,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1892,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",A2
1893,Le chat dort sur le sofa.,B2
1894,Elle mange souvent des fruits au petit déjeuner.,C1
1895,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1896,"Quand j'étais petit, j'allais à l'école à pied.",A2
1897,Elle mange souvent des fruits au petit déjeuner.,A1
1898,Le chat dort sur le sofa.,C1
1899,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
1900,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1901,"Quand j'étais petit, j'allais à l'école à pied.",B1
1902,Le chat dort sur le sofa.,A1
1903,Elle mange souvent des fruits au petit déjeuner.,A2
1904,"Malgré les critiques, le réalisateur a persisté à suivre sa vision originale pour le film.",B1
1905,Le chat dort sur le sofa.,A2
1906,Le chat dort sur le sofa.,B2
1907,"Quand j'étais petit, j'allais à l'école à pied.",A1
1908,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1909,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",A2
1910,"Bien que le temps soit froid, nous avons décidé de faire une promenade.",B1
1911,Elle mange souvent des fruits au petit déjeuner.,B1
1912,Le chat dort sur le sofa.,A1
1913,Elle mange souvent des fruits au petit déjeuner.,A2
1914,Le chat dort sur le sofa.,C1
1915,"Quand j'étais petit, j'allais à l'école à pied.",B1
1916,"Quand j'étais petit, j'allais à l'école à pied.",B1
